ImageId,Label
263,9
264,9
265,1
266,0
267,9
268,9
269,8
270,9
271,6
272,1
273,8
274,6
275,6
276,1
277,6
278,9
279,9
280,1
281,9
282,9
283,1
284,8
285,9
286,9
287,1
288,1
289,1
290,9
291,8
292,9
293,9
294,9
295,6
296,1
297,1
298,9
299,8
300,0
301,8
302,1
303,8
304,6
305,1
306,9
307,8
308,0
309,6
310,0
311,0
312,9
313,1
314,8
315,9
316,9
317,1
318,3
319,1
320,9
321,1
322,1
323,1
324,8
325,1
326,6
327,9
328,3
329,0
330,1
331,0
332,8
333,9
334,9
335,6
336,6
337,6
338,9
339,3
340,9
341,9
342,6
343,8
344,1
345,1
346,8
347,8
348,3
349,8
350,9
351,9
352,1
353,9
354,6
355,1
356,6
357,9
358,3
359,6
360,1
361,0
362,8
363,6
364,6
365,0
366,6
367,6
368,9
369,1
370,0
371,9
372,9
373,6
374,1
375,3
376,6
377,9
378,0
379,8
380,9
381,9
382,1
383,0
384,8
385,1
386,1
387,9
388,0
389,1
390,1
391,8
392,3
393,6
394,1
395,1
396,8
397,6
398,1
399,6
400,9
401,6
402,8
403,9
404,8
405,9
406,8
407,6
408,0
409,9
410,0
411,1
412,9
413,8
414,6
415,6
416,9
417,0
418,6
419,9
420,0
421,1
422,0
423,9
424,6
425,1
426,9
427,6
428,8
429,1
430,9
431,6
432,1
433,1
434,1
435,9
436,1
437,6
438,3
439,9
440,1
441,9
442,9
443,9
444,9
445,9
446,0
447,8
448,6
449,8
450,1
451,9
452,9
453,3
454,1
455,9
456,9
457,9
458,7
459,1
460,1
461,5
462,6
463,2
464,8
465,1
466,6
467,0
468,8
469,6
470,8
471,1
472,8
473,6
474,1
475,1
476,2
477,6
478,0
479,8
480,1
481,1
482,6
483,9
484,1
485,1
486,1
487,1
488,8
489,9
490,1
491,9
492,3
493,1
494,8
495,8
496,6
497,1
498,1
499,7
500,8
501,9
502,3
503,8
504,8
505,9
506,8
507,3
508,9
509,9
510,0
511,6
512,1
513,8
514,3
515,1
516,9
517,3
518,9
519,2
520,6
521,6
522,8
523,1
524,6
525,1
526,9
527,8
528,9
529,3
530,0
531,1
532,1
533,6
534,1
535,9
536,9
537,1
538,6
539,9
540,6
541,9
542,9
543,8
544,2
545,1
546,0
547,9
548,8
549,9
550,6
551,0
552,9
553,9
554,0
555,6
556,8
557,1
558,8
559,8
560,9
561,1
562,1
563,8
564,1
565,6
566,6
567,8
568,1
569,8
570,8
571,1
572,9
573,0
574,0
575,0
576,6
577,1
578,6
579,8
580,1
581,9
582,1
583,1
584,1
585,8
586,0
587,1
588,6
589,9
590,9
591,2
592,1
593,9
594,9
595,8
596,1
597,1
598,1
599,0
600,3
601,8
602,9
603,0
604,9
605,0
606,9
607,9
608,1
609,6
610,6
611,0
612,1
613,6
614,0
615,8
616,8
617,6
618,0
619,9
620,8
621,9
622,6
623,9
624,6
625,1
626,9
627,8
628,9
629,9
630,1
631,1
632,6
633,9
634,9
635,4
636,1
637,1
638,8
639,9
640,6
641,1
642,9
643,8
644,8
645,9
646,9
647,3
648,1
649,1
650,9
651,0
652,0
653,8
654,5
655,0
656,6
657,9
658,9
659,9
660,9
661,0
662,1
663,1
664,9
665,3
666,9
667,9
668,1
669,0
670,6
671,1
672,1
673,6
674,0
675,9
676,8
677,7
678,1
679,9
680,1
681,9
682,8
683,1
684,6
685,6
686,9
687,6
688,8
689,9
690,6
691,9
692,9
693,8
694,9
695,8
696,3
697,9
698,0
699,9
700,1
701,1
702,6
703,1
704,1
705,8
706,8
707,8
708,9
709,8
710,8
711,0
712,9
713,5
714,6
715,8
716,0
717,8
718,1
719,9
720,8
721,9
722,8
723,9
724,9
725,6
726,0
727,9
728,8
729,9
730,9
731,6
732,9
733,6
734,5
735,1
736,1
737,8
738,9
739,1
740,9
741,7
742,9
743,6
744,1
745,1
746,6
747,6
748,6
749,9
750,1
751,1
752,9
753,9
754,6
755,8
756,9
757,0
758,9
759,8
760,6
761,8
762,9
763,9
764,1
765,6
766,9
767,6
768,8
769,9
770,0
771,9
772,9
773,6
774,1
775,9
776,9
777,9
778,8
779,3
780,9
781,6
782,0
783,8
784,0
785,9
786,1
787,6
788,6
789,6
790,8
791,8
792,8
793,8
794,1
795,8
796,6
797,1
798,6
799,1
800,2
801,3
802,3
803,8
804,6
805,3
806,9
807,6
808,3
809,1
810,8
811,9
812,1
813,1
814,9
815,1
816,6
817,8
818,1
819,8
820,1
821,6
822,6
823,8
824,8
825,1
826,1
827,6
828,1
829,9
830,1
831,8
832,6
833,8
834,1
835,9
836,8
837,8
838,4
839,1
840,6
841,9
842,9
843,9
844,6
845,1
846,3
847,9
848,6
849,9
850,6
851,6
852,1
853,8
854,2
855,6
856,9
857,9
858,8
859,9
860,9
861,2
862,1
863,9
864,9
865,9
866,1
867,9
868,9
869,3
870,3
871,9
872,9
873,9
874,8
875,8
876,9
877,9
878,9
879,9
880,8
881,6
882,8
883,9
884,0
885,8
886,0
887,9
888,8
889,0
890,1
891,1
892,6
893,1
894,3
895,9
896,1
897,3
898,6
899,9
900,3
901,6
902,9
903,7
904,9
905,9
906,8
907,3
908,8
909,6
910,1
911,1
912,3
913,1
914,9
915,8
916,9
917,9
918,6
919,9
920,9
921,1
922,0
923,8
924,6
925,9
926,8
927,6
928,1
929,6
930,9
931,8
932,6
933,6
934,1
935,9
936,8
937,0
938,1
939,9
940,8
941,8
942,9
943,9
944,1
945,6
946,9
947,9
948,6
949,8
950,8
951,1
952,9
953,1
954,3
955,8
956,1
957,9
958,8
959,8
960,9
961,6
962,8
963,1
964,0
965,6
966,1
967,0
968,1
969,9
970,1
971,1
972,3
973,3
974,9
975,9
976,3
977,9
978,9
979,3
980,9
981,9
982,8
983,1
984,1
985,9
986,9
987,9
988,9
989,6
990,1
991,1
992,1
993,1
994,9
995,9
996,9
997,9
998,6
999,0
1000,8
1001,8
1002,8
1003,9
1004,8
1005,1
1006,6
1007,9
1008,9
1009,8
1010,9
1011,1
1012,9
1013,0
1014,9
1015,9
1016,9
1017,9
1018,6
1019,6
1020,6
1021,9
1022,1
1023,9
1024,0
1025,3
1026,9
1027,9
1028,0
1029,6
1030,9
1031,9
1032,0
1033,1
1034,7
1035,1
1036,1
1037,6
1038,9
1039,9
1040,0
1041,8
1042,9
1043,1
1044,9
1045,9
1046,1
1047,8
1048,6
1049,9
1050,8
1051,6
1052,9
1053,9
1054,3
1055,1
1056,9
1057,8
1058,8
1059,9
1060,6
1061,9
1062,9
1063,3
1064,9
1065,9
1066,8
1067,9
1068,1
1069,8
1070,0
1071,0
1072,9
1073,0
1074,6
1075,8
1076,1
1077,8
1078,9
1079,9
1080,3
1081,0
1082,9
1083,6
1084,8
1085,9
1086,8
1087,1
1088,6
1089,9
1090,0
1091,3
1092,3
1093,6
1094,0
1095,9
1096,8
1097,9
1098,3
1099,0
1100,9
1101,9
1102,1
1103,1
1104,5
1105,6
1106,3
1107,9
1108,3
1109,1
1110,9
1111,9
1112,8
1113,1
1114,1
1115,0
1116,9
1117,3
1118,9
1119,1
1120,1
1121,9
1122,9
1123,3
1124,9
1125,1
1126,9
1127,6
1128,1
1129,9
1130,8
1131,8
1132,9
1133,8
1134,9
1135,8
1136,8
1137,1
1138,8
1139,3
1140,6
1141,9
1142,5
1143,8
1144,9
1145,6
1146,9
1147,1
1148,9
1149,0
1150,3
1151,1
1152,1
1153,8
1154,1
1155,1
1156,0
1157,8
1158,8
1159,1
1160,9
1161,9
1162,8
1163,8
1164,1
1165,6
1166,4
1167,6
1168,9
1169,9
1170,6
1171,9
1172,8
1173,6
1174,9
1175,9
1176,5
1177,9
1178,9
1179,8
1180,1
1181,9
1182,6
1183,8
1184,8
1185,9
1186,0
1187,1
1188,9
1189,9
1190,8
1191,6
1192,8
1193,8
1194,1
1195,8
1196,1
1197,9
1198,9
1199,9
1200,1
1201,1
1202,8
1203,8
1204,6
1205,0
1206,9
1207,0
1208,3
1209,1
1210,9
1211,0
1212,8
1213,9
1214,8
1215,9
1216,6
1217,8
1218,9
1219,6
1220,8
1221,1
1222,8
1223,6
1224,9
1225,9
1226,1
1227,0
1228,1
1229,9
1230,1
1231,9
1232,8
1233,9
1234,6
1235,8
1236,8
1237,0
1238,3
1239,9
1240,9
1241,3
1242,1
1243,8
1244,9
1245,6
1246,9
1247,6
1248,6
1249,9
1250,3
1251,5
1252,0
1253,9
1254,2
1255,1
1256,9
1257,9
1258,9
1259,9
1260,9
1261,9
1262,1
1263,9
1264,9
1265,1
1266,8
1267,9
1268,1
1269,1
1270,9
1271,6
1272,1
1273,8
1274,3
1275,1
1276,6
1277,1
1278,6
1279,1
1280,6
1281,1
1282,1
1283,8
1284,1
1285,8
1286,7
1287,1
1288,6
1289,3
1290,9
1291,1
1292,8
1293,6
1294,9
1295,0
1296,3
1297,9
1298,8
1299,1
1300,3
1301,9
1302,4
1303,9
1304,0
1305,1
1306,9
1307,1
1308,6
1309,6
1310,9
1311,1
1312,1
1313,9
1314,9
1315,6
1316,0
1317,8
1318,8
1319,9
1320,1
1321,1
1322,9
1323,1
1324,9
1325,0
1326,9
1327,1
1328,1
1329,1
1330,5
1331,1
1332,1
1333,9
1334,9
1335,9
1336,1
1337,8
1338,9
1339,1
1340,1
1341,1
1342,9
1343,2
1344,9
1345,9
1346,6
1347,1
1348,6
1349,0
1350,9
1351,1
1352,1
1353,6
1354,1
1355,9
1356,9
1357,1
1358,8
1359,0
1360,9
1361,3
1362,8
1363,9
1364,1
1365,1
1366,0
1367,9
1368,1
1369,9
1370,8
1371,9
1372,9
1373,9
1374,9
1375,9
1376,1
1377,9
1378,1
1379,0
1380,9
1381,9
1382,0
1383,9
1384,9
1385,9
1386,6
1387,8
1388,0
1389,9
1390,1
1391,9
1392,9
1393,6
1394,6
1395,6
1396,1
1397,6
1398,8
1399,1
1400,1
1401,9
1402,9
1403,8
1404,3
1405,8
1406,8
1407,0
1408,9
1409,6
1410,9
1411,9
1412,6
1413,9
1414,1
1415,6
1416,9
1417,1
1418,9
1419,1
1420,9
1421,9
1422,9
1423,6
1424,1
1425,9
1426,9
1427,1
1428,1
1429,9
1430,5
1431,8
1432,1
1433,9
1434,6
1435,1
1436,9
1437,9
1438,8
1439,8
1440,8
1441,9
1442,3
1443,8
1444,6
1445,8
1446,9
1447,9
1448,1
1449,8
1450,2
1451,9
1452,6
1453,9
1454,0
1455,9
1456,8
1457,1
1458,1
1459,9
1460,9
1461,6
1462,8
1463,8
1464,9
1465,9
1466,1
1467,1
1468,1
1469,6
1470,9
1471,1
1472,9
1473,1
1474,0
1475,9
1476,1
1477,1
1478,8
1479,9
1480,6
1481,6
1482,8
1483,9
1484,7
1485,1
1486,9
1487,1
1488,8
1489,8
1490,1
1491,0
1492,6
1493,9
1494,6
1495,9
1496,6
1497,9
1498,1
1499,1
1500,9
1501,1
1502,9
1503,1
1504,9
1505,1
1506,9
1507,1
1508,9
1509,9
1510,2
1511,9
1512,1
1513,9
1514,8
1515,9
1516,3
1517,9
1518,9
1519,9
1520,9
1521,3
1522,6
1523,9
1524,6
1525,1
1526,9
1527,1
1528,9
1529,1
1530,8
1531,6
1532,9
1533,6
1534,6
1535,1
1536,9
1537,8
1538,9
1539,3
1540,9
1541,1
1542,1
1543,8
1544,9
1545,1
1546,9
1547,9
1548,7
1549,9
1550,1
1551,8
1552,1
1553,1
1554,0
1555,1
1556,8
1557,1
1558,0
1559,9
1560,9
1561,1
1562,1
1563,6
1564,1
1565,9
1566,9
1567,9
1568,1
1569,8
1570,4
1571,8
1572,9
1573,8
1574,1
1575,9
1576,1
1577,0
1578,8
1579,9
1580,9
1581,9
1582,9
1583,9
1584,1
1585,1
1586,1
1587,9
1588,0
1589,0
1590,1
1591,8
1592,1
1593,1
1594,9
1595,8
1596,9
1597,6
1598,6
1599,8
1600,1
1601,2
1602,3
1603,8
1604,8
1605,3
1606,9
1607,1
1608,1
1609,1
1610,1
1611,0
1612,1
1613,1
1614,9
1615,1
1616,0
1617,9
1618,9
1619,9
1620,0
1621,0
1622,1
1623,6
1624,0
1625,9
1626,9
1627,8
1628,9
1629,9
1630,0
1631,9
1632,9
1633,0
1634,3
1635,6
1636,0
1637,6
1638,8
1639,1
1640,8
1641,6
1642,9
1643,8
1644,1
1645,1
1646,0
1647,6
1648,2
1649,9
1650,3
1651,3
1652,8
1653,9
1654,1
1655,6
1656,1
1657,1
1658,8
1659,6
1660,1
1661,0
1662,9
1663,9
1664,9
1665,1
1666,9
1667,9
1668,1
1669,0
1670,1
1671,9
1672,1
1673,6
1674,9
1675,8
1676,1
1677,9
1678,9
1679,6
1680,8
1681,3
1682,9
1683,8
1684,0
1685,1
1686,1
1687,6
1688,9
1689,9
1690,3
1691,0
1692,9
1693,9
1694,8
1695,6
1696,9
1697,6
1698,3
1699,3
1700,9
1701,2
1702,0
1703,1
1704,0
1705,1
1706,8
1707,6
1708,5
1709,6
1710,1
1711,9
1712,9
1713,9
1714,9
1715,9
1716,3
1717,1
1718,1
1719,6
1720,1
1721,9
1722,6
1723,8
1724,6
1725,8
1726,9
1727,3
1728,1
1729,6
1730,9
1731,8
1732,1
1733,1
1734,1
1735,9
1736,0
1737,6
1738,9
1739,6
1740,6
1741,1
1742,1
1743,3
1744,1
1745,9
1746,1
1747,9
1748,1
1749,8
1750,6
1751,1
1752,1
1753,1
1754,8
1755,9
1756,8
1757,8
1758,6
1759,1
1760,9
1761,6
1762,1
1763,1
1764,1
1765,9
1766,6
1767,9
1768,9
1769,8
1770,6
1771,6
1772,3
1773,9
1774,6
1775,8
1776,1
1777,9
1778,9
1779,8
1780,9
1781,1
1782,6
1783,9
1784,9
1785,9
1786,8
1787,9
1788,6
1789,1
1790,6
1791,1
1792,8
1793,6
1794,0
1795,0
1796,1
1797,6
1798,9
1799,6
1800,0
1801,9
1802,9
1803,6
1804,1
1805,8
1806,9
1807,9
1808,8
1809,8
1810,6
1811,8
1812,1
1813,9
1814,1
1815,1
1816,1
1817,3
1818,9
1819,6
1820,9
1821,9
1822,1
1823,8
1824,9
1825,1
1826,9
1827,1
1828,9
1829,6
1830,6
1831,1
1832,9
1833,9
1834,6
1835,9
1836,1
1837,9
1838,0
1839,9
1840,9
1841,8
1842,9
1843,3
1844,9
1845,8
1846,1
1847,9
1848,9
1849,1
1850,9
1851,9
1852,6
1853,9
1854,8
1855,0
1856,1
1857,3
1858,1
1859,9
1860,1
1861,6
1862,8
1863,9
1864,5
1865,9
1866,1
1867,1
1868,8
1869,9
1870,7
1871,1
1872,3
1873,9
1874,9
1875,6
1876,6
1877,9
1878,6
1879,9
1880,1
1881,6
1882,6
1883,6
1884,8
1885,9
1886,0
1887,1
1888,8
1889,6
1890,9
1891,8
1892,6
1893,8
1894,9
1895,3
1896,7
1897,8
1898,1
1899,1
1900,8
1901,6
1902,0
1903,6
1904,8
1905,9
1906,9
1907,6
1908,8
1909,9
1910,9
1911,1
1912,6
1913,9
1914,9
1915,9
1916,1
1917,9
1918,1
1919,9
1920,3
1921,1
1922,0
1923,1
1924,8
1925,0
1926,9
1927,8
1928,1
1929,6
1930,9
1931,9
1932,1
1933,6
1934,9
1935,1
1936,9
1937,8
1938,1
1939,1
1940,6
1941,1
1942,9
1943,6
1944,9
1945,1
1946,9
1947,9
1948,9
1949,6
1950,9
1951,9
1952,9
1953,8
1954,6
1955,9
1956,9
1957,6
1958,1
1959,1
1960,8
1961,9
1962,9
1963,3
1964,3
1965,8
1966,9
1967,0
1968,9
1969,8
1970,1
1971,8
1972,6
1973,1
1974,9
1975,9
1976,8
1977,8
1978,8
1979,6
1980,1
1981,9
1982,3
1983,0
1984,6
1985,1
1986,1
1987,8
1988,8
1989,6
1990,9
1991,1
1992,4
1993,8
1994,9
1995,1
1996,8
1997,6
1998,1
1999,9
2000,9
2001,8
2002,9
2003,1
2004,6
2005,3
2006,8
2007,9
2008,9
2009,1
2010,9
2011,8
2012,1
2013,9
2014,8
2015,9
2016,0
2017,6
2018,1
2019,3
2020,1
2021,3
2022,6
2023,6
2024,8
2025,6
2026,9
2027,9
2028,9
2029,1
2030,0
2031,9
2032,9
2033,8
2034,6
2035,1
2036,9
2037,9
2038,1
2039,1
2040,9
2041,6
2042,6
2043,9
2044,6
2045,1
2046,8
2047,0
2048,1
2049,9
2050,8
2051,1
2052,6
2053,1
2054,1
2055,0
2056,1
2057,1
2058,1
2059,6
2060,9
2061,2
2062,1
2063,8
2064,0
2065,1
2066,9
2067,6
2068,3
2069,8
2070,1
2071,1
2072,8
2073,1
2074,9
2075,9
2076,3
2077,9
2078,0
2079,6
2080,9
2081,8
2082,1
2083,1
2084,9
2085,1
2086,2
2087,1
2088,9
2089,9
2090,6
2091,6
2092,1
2093,9
2094,0
2095,6
2096,8
2097,9
2098,8
2099,0
2100,1
2101,8
2102,6
2103,9
2104,1
2105,6
2106,7
2107,9
2108,1
2109,6
2110,0
2111,9
2112,1
2113,0
2114,1
2115,1
2116,6
2117,1
2118,6
2119,1
2120,0
2121,1
2122,1
2123,9
2124,9
2125,9
2126,0
2127,8
2128,8
2129,9
2130,0
2131,1
2132,3
2133,8
2134,8
2135,8
2136,9
2137,9
2138,3
2139,8
2140,8
2141,3
2142,6
2143,6
2144,9
2145,1
2146,9
2147,9
2148,1
2149,6
2150,8
2151,8
2152,6
2153,9
2154,9
2155,9
2156,1
2157,8
2158,8
2159,1
2160,9
2161,9
2162,9
2163,0
2164,9
2165,1
2166,8
2167,6
2168,9
2169,8
2170,6
2171,3
2172,9
2173,1
2174,6
2175,9
2176,9
2177,3
2178,9
2179,1
2180,1
2181,0
2182,1
2183,3
2184,9
2185,9
2186,1
2187,6
2188,0
2189,9
2190,1
2191,5
2192,9
2193,9
2194,9
2195,0
2196,6
2197,9
2198,9
2199,9
2200,3
2201,9
2202,6
2203,1
2204,9
2205,6
2206,3
2207,8
2208,9
2209,1
2210,3
2211,0
2212,9
2213,6
2214,1
2215,0
2216,8
2217,6
2218,6
2219,1
2220,1
2221,8
2222,1
2223,9
2224,9
2225,3
2226,1
2227,0
2228,1
2229,9
2230,4
2231,3
2232,8
2233,1
2234,6
2235,9
2236,1
2237,1
2238,3
2239,9
2240,3
2241,6
2242,8
2243,7
2244,9
2245,6
2246,9
2247,2
2248,9
2249,1
2250,9
2251,0
2252,1
2253,9
2254,3
2255,1
2256,9
2257,1
2258,9
2259,1
2260,9
2261,8
2262,1
2263,8
2264,3
2265,9
2266,9
2267,9
2268,9
2269,9
2270,9
2271,0
2272,8
2273,9
2274,1
2275,6
2276,9
2277,1
2278,9
2279,0
2280,9
2281,3
2282,9
2283,8
2284,1
2285,1
2286,9
2287,6
2288,9
2289,3
2290,8
2291,8
2292,9
2293,1
2294,8
2295,6
2296,0
2297,9
2298,1
2299,6
2300,6
2301,6
2302,1
2303,6
2304,1
2305,9
2306,9
2307,1
2308,6
2309,9
2310,9
2311,9
2312,1
2313,9
2314,2
2315,0
2316,8
2317,9
2318,1
2319,1
2320,3
2321,9
2322,9
2323,1
2324,1
2325,0
2326,1
2327,8
2328,6
2329,0
2330,9
2331,9
2332,9
2333,8
2334,8
2335,1
2336,8
2337,1
2338,9
2339,6
2340,1
2341,1
2342,8
2343,2
2344,6
2345,6
2346,9
2347,1
2348,6
2349,1
2350,9
2351,0
2352,9
2353,1
2354,9
2355,6
2356,0
2357,1
2358,6
2359,9
2360,9
2361,6
2362,8
2363,1
2364,9
2365,9
2366,9
2367,0
2368,8
2369,1
2370,9
2371,9
2372,1
2373,8
2374,8
2375,1
2376,1
2377,6
2378,1
2379,9
2380,9
2381,6
2382,6
2383,0
2384,9
2385,8
2386,1
2387,9
2388,8
2389,9
2390,9
2391,8
2392,8
2393,6
2394,6
2395,9
2396,3
2397,1
2398,1
2399,9
2400,1
2401,1
2402,6
2403,9
2404,1
2405,6
2406,9
2407,6
2408,8
2409,1
2410,8
2411,2
2412,8
2413,9
2414,1
2415,6
2416,9
2417,8
2418,1
2419,6
2420,1
2421,9
2422,1
2423,1
2424,1
2425,0
2426,6
2427,5
2428,8
2429,3
2430,0
2431,9
2432,8
2433,6
2434,8
2435,6
2436,1
2437,9
2438,9
2439,6
2440,8
2441,6
2442,6
2443,3
2444,1
2445,1
2446,9
2447,6
2448,1
2449,0
2450,6
2451,0
2452,1
2453,1
2454,9
2455,1
2456,2
2457,1
2458,2
2459,1
2460,9
2461,6
2462,3
2463,9
2464,8
2465,6
2466,1
2467,3
2468,9
2469,1
2470,9
2471,8
2472,8
2473,6
2474,9
2475,9
2476,9
2477,1
2478,8
2479,1
2480,9
2481,8
2482,9
2483,8
2484,9
2485,9
2486,1
2487,9
2488,6
2489,9
2490,1
2491,1
2492,9
2493,1
2494,1
2495,6
2496,7
2497,9
2498,1
2499,9
2500,3
2501,6
2502,9
2503,9
2504,9
2505,9
2506,1
2507,0
2508,8
2509,9
2510,1
2511,9
2512,9
2513,6
2514,1
2515,8
2516,9
2517,7
2518,9
2519,9
2520,6
2521,8
2522,3
2523,9
2524,9
2525,3
2526,6
2527,9
2528,3
2529,8
2530,9
2531,9
2532,0
2533,0
2534,9
2535,8
2536,1
2537,1
2538,1
2539,9
2540,2
2541,0
2542,1
2543,8
2544,3
2545,9
2546,6
2547,9
2548,9
2549,9
2550,9
2551,1
2552,8
2553,9
2554,6
2555,1
2556,9
2557,1
2558,8
2559,0
2560,8
2561,6
2562,8
2563,6
2564,8
2565,1
2566,1
2567,6
2568,8
2569,9
2570,9
2571,9
2572,8
2573,9
2574,1
2575,3
2576,8
2577,6
2578,9
2579,1
2580,9
2581,6
2582,9
2583,9
2584,8
2585,0
2586,9
2587,8
2588,6
2589,8
2590,9
2591,1
2592,9
2593,1
2594,6
2595,9
2596,1
2597,8
2598,1
2599,6
2600,1
2601,8
2602,8
2603,9
2604,8
2605,9
2606,6
2607,9
2608,1
2609,5
2610,6
2611,2
2612,1
2613,6
2614,6
2615,6
2616,6
2617,8
2618,9
2619,6
2620,1
2621,1
2622,1
2623,1
2624,9
2625,1
2626,8
2627,9
2628,8
2629,6
2630,9
2631,9
2632,6
2633,6
2634,9
2635,8
2636,9
2637,0
2638,9
2639,1
2640,9
2641,1
2642,9
2643,9
2644,0
2645,6
2646,2
2647,9
2648,6
2649,8
2650,9
2651,8
2652,1
2653,1
2654,9
2655,6
2656,1
2657,9
2658,9
2659,0
2660,9
2661,0
2662,6
2663,1
2664,8
2665,6
2666,9
2667,9
2668,1
2669,8
2670,9
2671,3
2672,1
2673,8
2674,0
2675,8
2676,9
2677,1
2678,9
2679,9
2680,1
2681,6
2682,6
2683,1
2684,1
2685,6
2686,8
2687,6
2688,6
2689,1
2690,6
2691,9
2692,9
2693,9
2694,1
2695,8
2696,9
2697,2
2698,3
2699,1
2700,9
2701,8
2702,9
2703,6
2704,9
2705,1
2706,1
2707,9
2708,0
2709,8
2710,9
2711,9
2712,9
2713,8
2714,9
2715,0
2716,1
2717,9
2718,9
2719,1
2720,1
2721,6
2722,9
2723,2
2724,1
2725,9
2726,6
2727,9
2728,6
2729,9
2730,9
2731,9
2732,9
2733,2
2734,1
2735,6
2736,9
2737,1
2738,1
2739,6
2740,1
2741,9
2742,9
2743,2
2744,9
2745,9
2746,6
2747,1
2748,9
2749,9
2750,6
2751,8
2752,1
2753,1
2754,9
2755,1
2756,9
2757,8
2758,9
2759,9
2760,0
2761,8
2762,9
2763,6
2764,8
2765,9
2766,6
2767,3
2768,9
2769,6
2770,9
2771,8
2772,6
2773,1
2774,2
2775,8
2776,1
2777,9
2778,8
2779,1
2780,8
2781,8
2782,9
2783,9
2784,8
2785,1
2786,1
2787,1
2788,3
2789,1
2790,6
2791,6
2792,9
2793,9
2794,8
2795,8
2796,9
2797,6
2798,1
2799,1
2800,1
2801,0
2802,6
2803,1
2804,8
2805,8
2806,6
2807,9
2808,9
2809,6
2810,8
2811,8
2812,6
2813,8
2814,9
2815,0
2816,8
2817,0
2818,1
2819,9
2820,9
2821,9
2822,8
2823,1
2824,9
2825,1
2826,1
2827,9
2828,1
2829,1
2830,1
2831,0
2832,9
2833,6
2834,2
2835,6
2836,9
2837,0
2838,6
2839,9
2840,0
2841,6
2842,1
2843,1
2844,6
2845,1
2846,1
2847,9
2848,6
2849,8
2850,8
2851,8
2852,8
2853,0
2854,0
2855,8
2856,3
2857,8
2858,9
2859,9
2860,5
2861,6
2862,1
2863,1
2864,9
2865,1
2866,1
2867,9
2868,8
2869,0
2870,9
2871,9
2872,8
2873,6
2874,8
2875,6
2876,0
2877,9
2878,9
2879,4
2880,9
2881,3
2882,8
2883,1
2884,0
2885,6
2886,1
2887,1
2888,6
2889,9
2890,1
2891,5
2892,8
2893,6
2894,8
2895,3
2896,6
2897,6
2898,0
2899,9
2900,9
2901,1
2902,9
2903,8
2904,9
2905,1
2906,1
2907,8
2908,3
2909,9
2910,8
2911,9
2912,9
2913,0
2914,1
2915,8
2916,0
2917,9
2918,8
2919,1
2920,1
2921,9
2922,9
2923,9
2924,6
2925,3
2926,6
2927,6
2928,3
2929,9
2930,1
2931,9
2932,6
2933,6
2934,1
2935,1
2936,6
2937,8
2938,1
2939,1
2940,1
2941,1
2942,1
2943,1
2944,9
2945,6
2946,6
2947,8
2948,1
2949,8
2950,1
2951,9
2952,9
2953,1
2954,9
2955,9
2956,1
2957,9
2958,8
2959,7
2960,6
2961,3
2962,9
2963,9
2964,1
2965,8
2966,8
2967,9
2968,6
2969,0
2970,9
2971,9
2972,9
2973,0
2974,1
2975,8
2976,8
2977,9
2978,1
2979,0
2980,3
2981,8
2982,9
2983,6
2984,9
2985,8
2986,0
2987,8
2988,6
2989,3
2990,9
2991,9
2992,6
2993,1
2994,1
2995,9
